dci_a,dci_b,level_fr,severity,mechanism,recommendation
LAPATINIB,TÉDIZOLIDE,Association déconseillée,MAJOR,"Risque d’augmentation des concentrations plasmatiques du lapatinib, par augmentation de son absorption avec le tédizolide administré par voie orale, ou par diminution de son élimination avec le tédizolide administré par voie IV.",
LAXATIFS (TYPE MACROGOL),MÉDICAMENTS ADMINISTRÉS PAR VOIE ORALE,À prendre en compte,MINOR,"Avec les laxatifs, notamment en vue d’explorations endoscopiques: risque de diminution de l’efficacité du médicament administré avec le laxatif.","Eviter la prise d’autres médicaments pendant et après l’ingestion dans un délai d’au moins 2 h après la prise du laxatif, voire jusqu’à la réalisation de l’examen."
LÉDIPASVIR,ANTISÉCRÉTOIRES INHIBITEURS DE LA POMPE À PROTONS,Précaution d'emploi,MODERATE,Diminution des concentrations du lédipasvir en cas d’administration de l’inhibiteur de la pompe à protons avant le lédipasvir.,Il est recommandé de prendre l'’inhibiteur de la pompe à protons et le lédipasvir simultanément.
LÉDIPASVIR,INDUCTEURS ENZYMATIQUES PUISSANTS,Contre-indication,MAJOR,Diminution importante des concentrations plasmatiques du lédipasvir par augmentation de son métabolisme hépatique par l'inducteur enzymatique.,
LÉDIPASVIR,INHIBITEURS DE L'HMG-COA RÉDUCTASE (STATINES),Précaution d'emploi,MODERATE,Risque d’augmentation des concentrations plasmatiques de la statine et de ses effets indésirables à type de rhabdomyolyse.,Contre-indication : - avec la rosuvastatine. Précaution d'emploi : - avec les autres inhibiteurs de l'HMG Co-A réductase. Surveillance clinique et biologique. Adaptation éventuelle de la posologie de la statine.
LÉDIPASVIR,MILLEPERTUIS,Contre-indication,MAJOR,Risque de diminution importante des concentrations plasmatiques du lédipasvir par augmentation de son métabolisme hépatique par le millepertuis.,
LÉDIPASVIR,RIFABUTINE,Contre-indication,MAJOR,"Diminution des concentrations plasmatiques de lédipasvir par la rifabutine, avec possible retentissement sur l’efficacité. 152",
LÉNACAPAVIR,ATAZANAVIR,Association déconseillée,MAJOR,"Lorsqu’il est associé au cobicistat, l’atazanavir provoque une augmentation très importante des concentrations de lénacapavir.",
LÉNACAPAVIR,EFAVIRENZ,Association déconseillée,MAJOR,Diminution importante des concentrations de lénacapavir.,
LÉNACAPAVIR,INDUCTEURS ENZYMATIQUES PUISSANTS,Contre-indication,MAJOR,"Diminution, éventuellement considérable, des concentrations de lénacapavir, avec risque de réduction de la réponse virologique.",
LÉNACAPAVIR,MILLEPERTUIS,Contre-indication,MAJOR,"Diminution, éventuellement considérable, des concentrations de lénacapavir, avec risque de réduction de la réponse virologique.",
LÉNACAPAVIR,OXCARBAZEPINE,Contre-indication,MAJOR,"Diminution, éventuellement considérable, des concentrations de lénacapavir, avec risque de réduction de la réponse virologique.",
LÉNACAPAVIR,RIFAMPICINE,Contre-indication,MAJOR,"Diminution, éventuellement considérable, des concentrations de lénacapavir, avec risque de réduction de la réponse virologique.",
LENALIDOMIDE,INHIBITEURS DE L'HMG-COA RÉDUCTASE (STATINES),Précaution d'emploi,MODERATE,Risque majoré de survenue de rhabdomyolyses.,"Renforcer le contrôle clinique et biologique, notamment durant les premières semaines de traitement."
LERCANIDIPINE,CICLOSPORINE,Précaution d'emploi,MODERATE,Augmentation modérée des concentrations sanguines de l'immunosuppresseur et augmentation plus notable des concentrations de lercanidipine.,"Décaler les prises des deux médicaments. Dosage des concentrations sanguines de l'immunosuppresseur, et adaptation si nécessaire de sa posologie pendant l'association et après son arrêt."
LERCANIDIPINE,KETOCONAZOLE,Association déconseillée,MAJOR,"Risque majoré d'effets indesirables, notamment d'oedèmes, par diminution du métabolisme hépatique de la dihydropyridine.",
LERCANIDIPINE,PAMPLEMOUSSE (JUS ET FRUIT),À prendre en compte,MINOR,"Risque majoré d'effets indésirables, notamment d'oedèmes, par diminution du métabolisme intestinal de la dihydropyridine.",
LÉTERMOVIR,ALCALOÏDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS,Contre-indication,MAJOR,"Risque de vasoconstriction coronaire ou des extrémités (ergotisme), ou de poussées hypertensives. 153",
LÉTERMOVIR,PIMOZIDE,Contre-indication,MAJOR,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",
LÉTERMOVIR,VORICONAZOLE,Association déconseillée,MAJOR,Diminution de plus de la moitié de l’exposition du voriconazole.,"Si l’association s’avère nécessaire, surveillance clinique étroite, notamment les deux premières semaines après l’instauration ou l’arrêt du traitement par létermovir."
LEVODOPA,BACLOFENE,À prendre en compte,MINOR,"Risque d’aggravation du syndrome parkinsonien ou d’effets indésirables centraux (hallucinations visuelles, état confusionnel, céphalées).",
LEVODOPA,FER,Précaution d'emploi,MODERATE,Diminution de l'absorption digestive de la lévodopa.,Prendre les sels de fer à distance de la lévodopa (plus de 2 heures si possible).
LEVODOPA,IMAO-B,À prendre en compte,MINOR,Augmentation du risque d'hypotension orthostatique.,
LEVODOPA,METHYLDOPA,Précaution d'emploi,MODERATE,Augmentation des effets de la lévodopa mais également de ses effets indésirables. Majoration de l'effet antihypertenseur de la méthyldopa.,Surveillance clinique et éventuellement diminution des doses de lévodopa.
LEVODOPA,NEUROLEPTIQUES ANTIÉMÉTIQUES,Contre-indication,MAJOR,Antagonisme réciproque entre la lévodopa et le neuroleptique.,Utiliser un antiémétique dénué d'effets extrapyramidaux.
LEVODOPA,NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE),Association déconseillée,MAJOR,Antagonisme réciproque de la lévodopa et des neuroleptiques.,"Chez le patient parkinsonien, utiliser les doses minimales efficaces de chacun des deux médicaments."
LEVODOPA,RESERPINE,Contre-indication,MAJOR,Inhibition des effets de la lévodopa.,
LEVODOPA,SPIRAMYCINE,Précaution d'emploi,MODERATE,En cas d'association avec la carbidopa : inhibition de l'absorption de la carbidopa avec diminution des concentrations plasmatiques de la lévodopa. 154,Surveillance clinique et adaptation éventuelle de la posologie de la lévodopa.
LEVOFLOXACINE,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,Précaution d'emploi,MODERATE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.
LEVONORGESTREL,INDUCTEURS ENZYMATIQUES,Précaution d'emploi,MODERATE,"Avec le lévonorgestrel utilisé dans l’indication contraception d’urgence, diminution importante des concentrations plasmatiques de lévonorgestrel, avec risque d’inefficacité.","En cas de prise d’un médicament inducteur dans les 4 dernières semaines, l’utilisation d’une contraception d’urgence non hormonale (DIU au cuivre) devrait s’envisager. Si ce n’est pas possible, le doublement de la dose de lévonorgestrel est une autre option."
LIDOCAINE,AMIODARONE,Précaution d'emploi,MODERATE,"Risque d’augmentation des concentrations plasmatiques de lidocaïne, avec possibilité d’effets indésirables neurologiques et cardiaques, par diminution de son métabolisme hépatique par l’amiodarone.","Surveillance clinique, ECG et éventuellement contrôle des concentrations plasmatiques de lidocaïne. Si besoin, adaptation de la posologie de la lidocaïne pendant le traitement par amiodarone et après son arrêt."
LIDOCAINE,BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),Précaution d'emploi,MODERATE,Avec la lidocaïne utilisée par voie IV : augmentation des concentrations plasmatiques de lidocaïne avec possibilité d'effets indésirables neurologiques et cardiaques (diminution de la clairance hépatique de la lidocaïne).,"Surveillance clinique, ECG et éventuellement contrôle des concentrations plasmatiques de lidocaïne pendant l'association et après l'arrêt du bêta-bloquant. Adaptation si besoin de la posologie de la lidocaïne."
LIDOCAINE,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,À prendre en compte,MINOR,Effet inotrope négatif avec risque de décompensation cardiaque.,
LIDOCAINE,CIMETIDINE,Précaution d'emploi,MODERATE,Avec la cimétidine utilisée à des doses supérieures ou égales à 800 mg/j : augmentation des concentrations plasmatiques de lidocaïne avec risque d'effets indésirables neurologiques et cardiaques (inhibition du métabolisme hépatique de la lidocaïne).,"Surveillance clinique, ECG et éventuellement des concentrations plasmatiques de la lidocaïne ; s'il y a lieu, adaptation de la posologie de la lidocaïne pendant le traitement par la cimétidine et après son arrêt."
LIDOCAINE,FLUVOXAMINE,Précaution d'emploi,MODERATE,Augmentation des concentrations plasmatiques de la lidocaïne avec possibilités d’effets indésirables neurologiques et cardiaques (diminution de la clairance hépatique de la lidocaïne).,"Surveillance clinique, ECG et éventuellement contrôle des concentrations plasmatiques de la lidocaïne pendant et après l’arrêt de l’association. Adaptation, si besoin, de la posologie de la lidocaïne."
LINCOSANIDES,CURARES,Précaution d'emploi,MODERATE,"Potentialisation des curares lorque l'antibiotique est administré par voie parentérale et/ou péritonéale avant, pendant ou après l'agent curarisant.",Surveiller le degré de curarisation en fin d'anesthésie.
LINEZOLIDE,CLARITHROMYCINE,À prendre en compte,MINOR,"Risque de majoration des effets indésirables du linézolide par la clarithromycine, par augmentation de son absorption.",
LINEZOLIDE,RIFAMPICINE,Précaution d'emploi,MODERATE,Risque de diminution de l'efficacité du linézolide par augmentation de son métabolisme hépatique par la rifampicine. 155,Surveillance clinique et augmentation éventuelle de la posologie du linézolide pendant le traitement par la rifampicine.
LITHIUM,ACETAZOLAMIDE,Précaution d'emploi,MODERATE,Diminution de la lithémie avec risque de baisse de l’efficacité thérapeutique.,Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.
LITHIUM,ANTAGONISTES DES RÉCEPTEURS DE L'ANGIOTENSINE II,Association déconseillée,MAJOR,Augmentation de la lithémie pouvant atteindre des valeurs toxiques (diminution de l'excrétion rénale du lithium).,"Si l'usage d'un antagoniste de l'angiotensine II est indispensable, surveillance stricte de la lithémie et adaptation de la posologie."
LITHIUM,ANTI-INFLAMMATOIRES NON STÉROÏDIENS,Association déconseillée,MAJOR,Augmentation de la lithémie pouvant atteindre des valeurs toxiques (diminution de l'excrétion rénale du lithium).,"Si l'association ne peut être évitée, surveiller étroitement la lithémie et adapter la posologie du lithium pendant l'association et après l'arrêt de l'anti-inflammatoire non stéroïdien."
LITHIUM,CAFEINE,À prendre en compte,MINOR,"En cas d’arrêt brutal de la consommation de café ou de médicaments contenant de la caféine, risque d’augmentation de la lithémie.",
LITHIUM,CALCITONINE,Précaution d'emploi,MODERATE,Risque de baisse de l’efficacité du lithium par augmentation de son élimination rénale par la calcitonine.,"Surveillance clinique et biologique régulière, notamment en début d’association."
LITHIUM,CARBAMAZEPINE,Association déconseillée,MAJOR,"Risque de neurotoxicité se manifestant par des troubles cérébelleux, confusion, somnolence, ataxie. Ces troubles sont réversibles à l'arrêt du traitement par le lithium.",
LITHIUM,DIURÉTIQUES DE L'ANSE,Association déconseillée,MAJOR,"Augmentation de la lithémie avec signes de surdosage en lithium, comme lors d’un régime désodé (diminution de l’excrétion urinaire du lithium).","Si l'association ne peut être évitée, surveillance stricte de la lithémie et adaptation de la posologie du lithium."
LITHIUM,DIURÉTIQUES ÉPARGNEURS DE POTASSIUM (SEULS OU ASSOCIÉS),Précaution d'emploi,MODERATE,"Augmentation de la lithémie avec signes de surdosage en lithium, comme lors d’un régime désodé (diminution de l’excrétion urinaire du lithium).",Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.
LITHIUM,DIURÉTIQUES THIAZIDIQUES ET APPARENTÉS,Association déconseillée,MAJOR,"Augmentation de la lithémie avec signes de surdosage en lithium, comme lors d’un régime désodé (diminution de l’excrétion urinaire du lithium).","Si l'association ne peut être évitée, surveillance stricte de la lithémie et adaptation de la posologie du lithium."
LITHIUM,GLYCEROL,Précaution d'emploi,MODERATE,Diminution de la lithémie avec risque de baisse de l’efficacité thérapeutique.,Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.
LITHIUM,INHIBITEURS DE L'ENZYME DE CONVERSION,Association déconseillée,MAJOR,Augmentation de la lithémie pouvant atteindre des valeurs toxiques (diminution de l'excrétion rénale du lithium).,"Si l'usage d'un IEC est indispensable, surveillance stricte de la lithémie et adaptation de la posologie du lithium."
LITHIUM,SODIUM (BICARBONATE DE),Précaution d'emploi,MODERATE,Risque de baisse de l’efficacité du lithium par augmentation de son élimination rénale par les sels de sodium.,Eviter les surcharges sodées et tenir compte de la présence de sodium dans certains médicaments comme les antiacides.
LITHIUM,SODIUM (CHLORURE DE),Précaution d'emploi,MODERATE,Risque de baisse de l’efficacité du lithium par augmentation de son élimination rénale par les sels de sodium.,Eviter les surcharges sodées et tenir compte de la présence de sodium dans certains médicaments comme les antiacides.
LITHIUM,THEOPHYLLINE,Précaution d'emploi,MODERATE,Diminution de la lithémie avec risque de baisse de l’efficacité thérapeutique.,Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.
LITHIUM,TOPIRAMATE,Précaution d'emploi,MODERATE,"Pour des doses de topiramate >= 200 mg par jour : augmentation de la lithémie pouvant atteindre des valeurs toxiques, avec signes de surdosage en lithium.",Surveillance clinique et biologique. Adaptation de la posologie du lithium.
LOMITAPIDE,DILTIAZEM,Contre-indication,MAJOR,"Augmentation des concentrations de lomitapide, avec risque d’hépatotoxicité.",
LOMITAPIDE,INHIBITEURS PUISSANTS DU CYP3A4,Contre-indication,MAJOR,Augmentation des concentrations plasmatiques du lomitapide par diminution de son métabolisme hépatique par l’inhibiteur.,
LOMUSTINE,CIMETIDINE,Association déconseillée,MAJOR,Avec la cimétidine utilisée à des doses supérieures ou égales à 800 mg/j : toxicité médullaire accrue (inhibition du métabolisme de la lomustine).,
